crime_type,date,residual
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2016,-1.558539117
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2016,0.22663042
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2017,0.476409379
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2017,0.42912612
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2017,-3.050901757
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2017,-2.865366357
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2017,2.076043517
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2017,2.162900809
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2017,-2.0025906
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2017,1.125896519
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2017,2.236395441
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2017,-0.952737598
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2017,-1.128507977
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2017,-0.90494039
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2018,1.261578916
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2018,6.536027402
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2018,0.399317108
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2018,0.474867534
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2018,-2.35193183
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2018,-0.625866367
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2018,-1.535925384
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2018,-1.431079895
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2018,1.679932976
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2018,0.413707665
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2018,-1.789815931
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2018,-1.801636746
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2019,-1.630491904
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2019,2.145940509
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2019,-1.033427509
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2019,-0.026746179
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2019,3.15262184
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2019,0.225088575
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2019,5.072959826
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2019,-2.82733417
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2019,2.099685147
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2019,-2.417860969
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2019,-1.332031573
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2019,-0.077627078
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2020,-0.032399612
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2020,-1.179388876
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2020,6.237937287
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2020,2.463704401
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2020,-0.60002521
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2020,-1.736735504
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2020,-2.128364243
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2020,-0.640627139
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2020,-0.733137865
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2020,2.340870716
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2020,1.271487671
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2020,-0.625722633
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2021,-0.620583149
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2021,0.384042388
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2021,1.303866425
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2021,-1.686882502
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2021,-0.715663617
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2021,-0.635487654
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2021,3.324938313
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2021,-1.613901818
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2021,-0.659129284
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2021,1.289475868
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2021,1.321340674
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2021,-0.62675053
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2022,0.336759128
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2022,-0.659643233
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2022,-0.760377134
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2022,-0.644224779
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2022,2.267890032
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2022,-0.702300956
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2022,3.266862135
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2022,3.270459774
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2022,-1.655017697
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2022,1.294101404
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2022,-1.681229069
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2022,2.396377151
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2023,-0.702300956
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2023,-0.663754821
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2023,-0.713607823
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2023,-0.633431861
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2023,1.369137882
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2023,4.375819212
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2023,-1.604136797
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2023,-1.61338787
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2023,0.382500542
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2023,-1.588204395
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2023,7.417449039
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2023,-1.521391093
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2024,-0.587690446
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2024,-0.545032723
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2024,-1.555311692
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2024,-0.564048816
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2024,-1.586662549
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2024,-1.618013406
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2024,-1.622638943
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2024,-0.655531645
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2024,-1.695105678
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2024,-1.726456535
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2024,-0.699217265
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2024,3.334189385
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2025,-1.712579926
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2025,-1.640627139
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2025,-0.740333144
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2025,-0.725942586
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2025,-1.739305247
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2025,-0.755237649
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2025,0.216495184
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2025,-1.748556319
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2025,-1.682256966
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2025,3.267890032
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2025,1.299240889
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2025,2.323910416
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2026,0.275599259
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2026,0.276113208
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2026,-1.79224194
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2026,-1.743416834
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2026,-1.828732281
POSSESSION OF WEAPONS,8/1/2020,5.188055991
POSSESSION OF WEAPONS,9/1/2020,14.00075291
POSSESSION OF WEAPONS,10/1/2020,-1.803012419
POSSESSION OF WEAPONS,11/1/2020,-9.410543081
POSSESSION OF WEAPONS,12/1/2020,-2.58698762
POSSESSION OF WEAPONS,1/1/2021,-14.28768808
POSSESSION OF WEAPONS,2/1/2021,-23.3719263
POSSESSION OF WEAPONS,3/1/2021,-10.55922937
POSSESSION OF WEAPONS,4/1/2021,25.32877417
POSSESSION OF WEAPONS,5/1/2021,-1.493817818
POSSESSION OF WEAPONS,6/1/2021,-9.905113811
POSSESSION OF WEAPONS,7/1/2021,-6.727705797
POSSESSION OF WEAPONS,8/1/2021,-1.951698712
POSSESSION OF WEAPONS,9/1/2021,-10.25992984
POSSESSION OF WEAPONS,10/1/2021,-6.699947552
POSSESSION OF WEAPONS,11/1/2021,2.66476354
POSSESSION OF WEAPONS,12/1/2021,-23.88628716
POSSESSION OF WEAPONS,1/1/2022,-9.699947552
POSSESSION OF WEAPONS,2/1/2022,7.14147109
POSSESSION OF WEAPONS,3/1/2022,4.888756455
POSSESSION OF WEAPONS,4/1/2022,-0.204413347
POSSESSION OF WEAPONS,5/1/2022,2.057232878
POSSESSION OF WEAPONS,6/1/2022,-7.896182221
POSSESSION OF WEAPONS,7/1/2022,-14.3164098
POSSESSION OF WEAPONS,8/1/2022,-1.37288977
POSSESSION OF WEAPONS,9/1/2022,11.74900175
POSSESSION OF WEAPONS,10/1/2022,-8.942767122
POSSESSION OF WEAPONS,11/1/2022,-15.01711027
POSSESSION OF WEAPONS,12/1/2022,-32.67026236
POSSESSION OF WEAPONS,1/1/2023,4.608283574
POSSESSION OF WEAPONS,2/1/2023,-11.32534139
POSSESSION OF WEAPONS,3/1/2023,7.496287117
POSSESSION OF WEAPONS,4/1/2023,3.599351984
POSSESSION OF WEAPONS,5/1/2023,30.87982486
POSSESSION OF WEAPONS,6/1/2023,17.76686493
POSSESSION OF WEAPONS,7/1/2023,22.40215384
POSSESSION OF WEAPONS,8/1/2023,-10.41054308
POSSESSION OF WEAPONS,9/1/2023,53.83323996
POSSESSION OF WEAPONS,10/1/2023,20.36642748
POSSESSION OF WEAPONS,11/1/2023,-9.530507654
POSSESSION OF WEAPONS,12/1/2023,0.235604367
POSSESSION OF WEAPONS,1/1/2024,31.32877417
POSSESSION OF WEAPONS,2/1/2024,-11.15686497
POSSESSION OF WEAPONS,3/1/2024,5.058196353
POSSESSION OF WEAPONS,4/1/2024,-3.84767037
POSSESSION OF WEAPONS,5/1/2024,13.88971993
POSSESSION OF WEAPONS,6/1/2024,11.55373056
POSSESSION OF WEAPONS,7/1/2024,13.30101592
POSSESSION OF WEAPONS,8/1/2024,-3.690052487
POSSESSION OF WEAPONS,9/1/2024,12.29112086
POSSESSION OF WEAPONS,10/1/2024,10.09488619
POSSESSION OF WEAPONS,11/1/2024,3.693485261
POSSESSION OF WEAPONS,12/1/2024,-15.92297699
POSSESSION OF WEAPONS,1/1/2025,0.40408079
POSSESSION OF WEAPONS,2/1/2025,4.88078834
POSSESSION OF WEAPONS,3/1/2025,3.38429066
POSSESSION OF WEAPONS,4/1/2025,-4.260893313
POSSESSION OF WEAPONS,5/1/2025,-8.157828446
POSSESSION OF WEAPONS,6/1/2025,-18.77525417
POSSESSION OF WEAPONS,7/1/2025,17.29015738
POSSESSION OF WEAPONS,8/1/2025,6.813449834
POSSESSION OF WEAPONS,9/1/2025,-11.94276712
POSSESSION OF WEAPONS,10/1/2025,0.225709302
POSSESSION OF WEAPONS,11/1/2025,24.15040268
POSSESSION OF WEAPONS,12/1/2025,-2.09241689
POSSESSION OF WEAPONS,1/1/2026,2.318879104
POSSESSION OF WEAPONS,2/1/2026,3.272294203
POSSESSION OF WEAPONS,3/1/2026,-16.90607729
POSSESSION OF WEAPONS,4/1/2026,-30.59784616
POSSESSION OF WEAPONS,5/1/2026,-26.47691811
PUBLIC ORDER OFFENCES,4/1/2017,-1.467943196
PUBLIC ORDER OFFENCES,5/1/2017,0.45632222
PUBLIC ORDER OFFENCES,6/1/2017,12.3314424
PUBLIC ORDER OFFENCES,7/1/2017,2.355104922
PUBLIC ORDER OFFENCES,8/1/2017,7.692947425
PUBLIC ORDER OFFENCES,9/1/2017,3.137074732
PUBLIC ORDER OFFENCES,10/1/2017,1.407176985
PUBLIC ORDER OFFENCES,11/1/2017,5.149816089
PUBLIC ORDER OFFENCES,12/1/2017,7.256493969
PUBLIC ORDER OFFENCES,1/1/2018,-2.063860154
PUBLIC ORDER OFFENCES,2/1/2018,-2.727124286
PUBLIC ORDER OFFENCES,3/1/2018,-0.864745462
PUBLIC ORDER OFFENCES,4/1/2018,0.111592017
PUBLIC ORDER OFFENCES,5/1/2018,-4.638327862
PUBLIC ORDER OFFENCES,6/1/2018,-1.565520107
PUBLIC ORDER OFFENCES,7/1/2018,0.347824146
PUBLIC ORDER OFFENCES,8/1/2018,1.177118997
PUBLIC ORDER OFFENCES,9/1/2018,5.038784262
PUBLIC ORDER OFFENCES,10/1/2018,0.882247588
PUBLIC ORDER OFFENCES,11/1/2018,0.186219966
PUBLIC ORDER OFFENCES,12/1/2018,-1.336889237
PUBLIC ORDER OFFENCES,1/1/2019,6.93796004
PUBLIC ORDER OFFENCES,2/1/2019,-0.296844971
PUBLIC ORDER OFFENCES,3/1/2019,4.252460505
PUBLIC ORDER OFFENCES,4/1/2019,13.85130429
PUBLIC ORDER OFFENCES,5/1/2019,2.04859879
PUBLIC ORDER OFFENCES,6/1/2019,8.932106382
PUBLIC ORDER OFFENCES,7/1/2019,3.750800553
PUBLIC ORDER OFFENCES,8/1/2019,-0.133420598
PUBLIC ORDER OFFENCES,9/1/2019,-0.762101046
PUBLIC ORDER OFFENCES,10/1/2019,-4.140701373
PUBLIC ORDER OFFENCES,11/1/2019,5.388975046
PUBLIC ORDER OFFENCES,12/1/2019,3.864045649
PUBLIC ORDER OFFENCES,1/1/2020,-3.339816065
PUBLIC ORDER OFFENCES,2/1/2020,0.004200578
PUBLIC ORDER OFFENCES,3/1/2020,-0.066786983
PUBLIC ORDER OFFENCES,4/1/2020,-2.06203996
PUBLIC ORDER OFFENCES,5/1/2020,0.469063577
PUBLIC ORDER OFFENCES,6/1/2020,13.14942301
PUBLIC ORDER OFFENCES,7/1/2020,-4.115611735
PUBLIC ORDER OFFENCES,8/1/2020,-4.336568753
PUBLIC ORDER OFFENCES,9/1/2020,-3.897902028
PUBLIC ORDER OFFENCES,10/1/2020,-1.902255975
PUBLIC ORDER OFFENCES,11/1/2020,-1.205121718
PUBLIC ORDER OFFENCES,12/1/2020,-2.528009594
PUBLIC ORDER OFFENCES,1/1/2021,2.283796877
PUBLIC ORDER OFFENCES,2/1/2021,-1.612452072
PUBLIC ORDER OFFENCES,3/1/2021,-3.266294751
PUBLIC ORDER OFFENCES,4/1/2021,-0.441033364
PUBLIC ORDER OFFENCES,5/1/2021,-5.261940804
PUBLIC ORDER OFFENCES,6/1/2021,2.21020297
PUBLIC ORDER OFFENCES,7/1/2021,-2.268508021
PUBLIC ORDER OFFENCES,8/1/2021,-3.168004281
PUBLIC ORDER OFFENCES,9/1/2021,-4.684939344
PUBLIC ORDER OFFENCES,10/1/2021,-4.901542416
PUBLIC ORDER OFFENCES,11/1/2021,-5.297238047
PUBLIC ORDER OFFENCES,12/1/2021,-4.166897647
PUBLIC ORDER OFFENCES,1/1/2022,-3.842903136
PUBLIC ORDER OFFENCES,2/1/2022,-1.935733024
PUBLIC ORDER OFFENCES,3/1/2022,-1.309979404
PUBLIC ORDER OFFENCES,4/1/2022,-3.60010379
PUBLIC ORDER OFFENCES,5/1/2022,-4.899722222
PUBLIC ORDER OFFENCES,6/1/2022,-2.854217375
PUBLIC ORDER OFFENCES,7/1/2022,-4.165470529
PUBLIC ORDER OFFENCES,8/1/2022,-4.788690395
PUBLIC ORDER OFFENCES,9/1/2022,-1.658349995
PUBLIC ORDER OFFENCES,10/1/2022,-5.169824475
PUBLIC ORDER OFFENCES,11/1/2022,2.208775852
PUBLIC ORDER OFFENCES,12/1/2022,-1.588075992
PUBLIC ORDER OFFENCES,1/1/2023,-2.001260003
PUBLIC ORDER OFFENCES,2/1/2023,1.049705425
PUBLIC ORDER OFFENCES,3/1/2023,-2.102477302
PUBLIC ORDER OFFENCES,4/1/2023,-2.660170188
PUBLIC ORDER OFFENCES,5/1/2023,-4.161830141
PUBLIC ORDER OFFENCES,6/1/2023,1.170158705
PUBLIC ORDER OFFENCES,7/1/2023,-2.42393806
PUBLIC ORDER OFFENCES,8/1/2023,4.473417524
PUBLIC ORDER OFFENCES,9/1/2023,-2.272861968
PUBLIC ORDER OFFENCES,10/1/2023,-0.470156466
PUBLIC ORDER OFFENCES,11/1/2023,8.487979075
PUBLIC ORDER OFFENCES,12/1/2023,-0.823987638
PUBLIC ORDER OFFENCES,1/1/2024,-3.166897647
PUBLIC ORDER OFFENCES,2/1/2024,3.376233689
PUBLIC ORDER OFFENCES,3/1/2024,-0.578261464
PUBLIC ORDER OFFENCES,4/1/2024,-0.387141106
PUBLIC ORDER OFFENCES,5/1/2024,-1.661276823
PUBLIC ORDER OFFENCES,6/1/2024,-2.61759217
PUBLIC ORDER OFFENCES,7/1/2024,1.883674706
PUBLIC ORDER OFFENCES,8/1/2024,52.99470653
PUBLIC ORDER OFFENCES,9/1/2024,-1.191666802
PUBLIC ORDER OFFENCES,10/1/2024,-5.477437241
PUBLIC ORDER OFFENCES,11/1/2024,-1.776662597
PUBLIC ORDER OFFENCES,12/1/2024,-3.852004105
PUBLIC ORDER OFFENCES,1/1/2025,-1.039484075
PUBLIC ORDER OFFENCES,2/1/2025,2.544798161
PUBLIC ORDER OFFENCES,3/1/2025,-4.920457914
PUBLIC ORDER OFFENCES,4/1/2025,-2.794864536
PUBLIC ORDER OFFENCES,5/1/2025,-2.703141283
PUBLIC ORDER OFFENCES,6/1/2025,-4.085381998
PUBLIC ORDER OFFENCES,7/1/2025,-3.824380714
PUBLIC ORDER OFFENCES,8/1/2025,4.269555809
PUBLIC ORDER OFFENCES,9/1/2025,0.666358075
PUBLIC ORDER OFFENCES,10/1/2025,-5.441033364
PUBLIC ORDER OFFENCES,11/1/2025,-4.718416393
PUBLIC ORDER OFFENCES,12/1/2025,-4.341636259
PUBLIC ORDER OFFENCES,1/1/2026,-2.910250309
PUBLIC ORDER OFFENCES,2/1/2026,-3.742792472
PUBLIC ORDER OFFENCES,3/1/2026,-4.231711067
PUBLIC ORDER OFFENCES,4/1/2026,-0.269862546
PUBLIC ORDER OFFENCES,5/1/2026,-0.81592071
ROBBERY,4/1/2017,12.82924497
ROBBERY,5/1/2017,24.06499832
ROBBERY,6/1/2017,18.68189912
ROBBERY,7/1/2017,-0.698176057
ROBBERY,8/1/2017,8.440290486
ROBBERY,9/1/2017,18.89511085
ROBBERY,10/1/2017,13.57787753
ROBBERY,11/1/2017,-12.91031552
ROBBERY,12/1/2017,-9.988964231
ROBBERY,1/1/2018,20.12696069
ROBBERY,2/1/2018,-0.067612938
ROBBERY,3/1/2018,22.34105191
ROBBERY,4/1/2018,68.91570072
ROBBERY,5/1/2018,-1.806293934
ROBBERY,6/1/2018,34.99434942
ROBBERY,7/1/2018,9.874520987
ROBBERY,8/1/2018,20.97463906
ROBBERY,9/1/2018,16.47171142
ROBBERY,10/1/2018,-5.624503133
ROBBERY,11/1/2018,5.843100057
ROBBERY,12/1/2018,8.358810522
ROBBERY,1/1/2019,-3.110744428
ROBBERY,2/1/2019,37.49142178
ROBBERY,3/1/2019,16.45609733
ROBBERY,4/1/2019,-9.06546841
ROBBERY,5/1/2019,8.555335908
ROBBERY,6/1/2019,9.868665707
ROBBERY,7/1/2019,2.126081191
ROBBERY,8/1/2019,-11.79048709
ROBBERY,9/1/2019,-9.754090371
ROBBERY,10/1/2019,3.381544915
ROBBERY,11/1/2019,-10.92983312
ROBBERY,12/1/2019,23.03962544
ROBBERY,1/1/2020,15.05436003
ROBBERY,2/1/2020,20.26454773
ROBBERY,3/1/2020,7.572901748
ROBBERY,4/1/2020,8.354521466
ROBBERY,5/1/2020,4.245524093
ROBBERY,6/1/2020,1.35169021
ROBBERY,7/1/2020,4.264354966
ROBBERY,8/1/2020,-12.12655128
ROBBERY,9/1/2020,-1.408460147
ROBBERY,10/1/2020,4.639647128
ROBBERY,11/1/2020,2.628816063
ROBBERY,12/1/2020,-3.803462678
ROBBERY,1/1/2021,22.28582433
ROBBERY,2/1/2021,-0.901821754
ROBBERY,3/1/2021,4.530456986
ROBBERY,4/1/2021,5.793727751
ROBBERY,5/1/2021,-1.119816501
ROBBERY,6/1/2021,-8.226862114
ROBBERY,7/1/2021,6.185706258
ROBBERY,8/1/2021,-5.536288393
ROBBERY,9/1/2021,-3.514626264
ROBBERY,10/1/2021,-7.118744237
ROBBERY,11/1/2021,-7.809317958
ROBBERY,12/1/2021,-2.418411715
ROBBERY,1/1/2022,-5.523505568
ROBBERY,2/1/2022,-0.388942546
ROBBERY,3/1/2022,-5.479301814
ROBBERY,4/1/2022,7.34778669
ROBBERY,5/1/2022,-19.41733945
ROBBERY,6/1/2022,3.452001047
ROBBERY,7/1/2022,-10.87215982
ROBBERY,8/1/2022,-21.42817052
ROBBERY,9/1/2022,-14.02643321
ROBBERY,10/1/2022,-14.17465855
ROBBERY,11/1/2022,-21.08039576
ROBBERY,12/1/2022,-15.59025095
ROBBERY,1/1/2023,12.13671949
ROBBERY,2/1/2023,-8.73262101
ROBBERY,3/1/2023,29.38720743
ROBBERY,4/1/2023,-3.097082108
ROBBERY,5/1/2023,-24.97422965
ROBBERY,6/1/2023,-15.31117333
ROBBERY,7/1/2023,-1.928074132
ROBBERY,8/1/2023,-12.78960759
ROBBERY,9/1/2023,-16.03121622
ROBBERY,10/1/2023,-2.997843535
ROBBERY,11/1/2023,-15.84942542
ROBBERY,12/1/2023,-6.615623829
ROBBERY,1/1/2024,-9.211934761
ROBBERY,2/1/2024,-5.793511109
ROBBERY,3/1/2024,-13.22471759
ROBBERY,4/1/2024,-8.631430677
ROBBERY,5/1/2024,7.47278368
ROBBERY,6/1/2024,-6.035119745
ROBBERY,7/1/2024,-7.942808716
ROBBERY,8/1/2024,-18.19524842
ROBBERY,9/1/2024,-15.67953795
ROBBERY,10/1/2024,-4.52721632
ROBBERY,11/1/2024,8.567046468
ROBBERY,12/1/2024,-8.898604962
ROBBERY,1/1/2025,3.136719488
ROBBERY,2/1/2025,24.182875
ROBBERY,3/1/2025,1.046360219
ROBBERY,4/1/2025,0.501180585
ROBBERY,5/1/2025,3.760547829
ROBBERY,6/1/2025,-16.98896423
ROBBERY,7/1/2025,-20.00565058
ROBBERY,8/1/2025,-2.854401208
ROBBERY,9/1/2025,-10.40846015
ROBBERY,10/1/2025,-7.307269814
ROBBERY,11/1/2025,4.806703344
ROBBERY,12/1/2025,-9.334787223
ROBBERY,1/1/2026,-1.640309982
ROBBERY,2/1/2026,4.157309353
ROBBERY,3/1/2026,-18.95168802
ROBBERY,4/1/2026,-34.17465855
ROBBERY,5/1/2026,-36.59113044
SEXUAL OFFENCES,4/1/2017,2.143973086
SEXUAL OFFENCES,5/1/2017,9.449855357
SEXUAL OFFENCES,6/1/2017,-35.02286388
SEXUAL OFFENCES,7/1/2017,-7.195338893
SEXUAL OFFENCES,8/1/2017,-9.821176812
SEXUAL OFFENCES,9/1/2017,-25.7176918
SEXUAL OFFENCES,10/1/2017,100.9081461
SEXUAL OFFENCES,11/1/2017,81.11018828
SEXUAL OFFENCES,12/1/2017,100.4790674
SEXUAL OFFENCES,1/1/2018,212.2379575
SEXUAL OFFENCES,2/1/2018,68.62197528
SEXUAL OFFENCES,3/1/2018,30.34144249
SEXUAL OFFENCES,4/1/2018,-12.1020647
SEXUAL OFFENCES,5/1/2018,-2.072142453
SEXUAL OFFENCES,6/1/2018,-7.796182426
SEXUAL OFFENCES,7/1/2018,-18.91902377
SEXUAL OFFENCES,8/1/2018,5.17389533
SEXUAL OFFENCES,9/1/2018,16.50898965
SEXUAL OFFENCES,10/1/2018,52.81451682
SEXUAL OFFENCES,11/1/2018,42.56319608
SEXUAL OFFENCES,12/1/2018,1.355870964
SEXUAL OFFENCES,1/1/2019,-6.781753951
SEXUAL OFFENCES,2/1/2019,12.79937815
SEXUAL OFFENCES,3/1/2019,7.439999642
SEXUAL OFFENCES,4/1/2019,41.90779102
SEXUAL OFFENCES,5/1/2019,160.4055046
SEXUAL OFFENCES,6/1/2019,24.03134256
SEXUAL OFFENCES,7/1/2019,17.15946686
SEXUAL OFFENCES,8/1/2019,6.705748856
SEXUAL OFFENCES,9/1/2019,-5.018291117
SEXUAL OFFENCES,10/1/2019,24.2823082
SEXUAL OFFENCES,11/1/2019,77.69132038
SEXUAL OFFENCES,12/1/2019,41.57762456
SEXUAL OFFENCES,1/1/2020,77.45478322
SEXUAL OFFENCES,2/1/2020,13.9327854
SEXUAL OFFENCES,3/1/2020,-38.34845758
SEXUAL OFFENCES,4/1/2020,-61.04892356
SEXUAL OFFENCES,5/1/2020,-46.66419557
SEXUAL OFFENCES,6/1/2020,-38.37309687
SEXUAL OFFENCES,7/1/2020,-21.07214245
SEXUAL OFFENCES,8/1/2020,12.93735816
SEXUAL OFFENCES,9/1/2020,-36.15627113
SEXUAL OFFENCES,10/1/2020,-44.91480611
SEXUAL OFFENCES,11/1/2020,-43.47658188
SEXUAL OFFENCES,12/1/2020,-52.79724772
SEXUAL OFFENCES,1/1/2021,-57.01407346
SEXUAL OFFENCES,2/1/2021,-40.52621555
SEXUAL OFFENCES,3/1/2021,11.56847904
SEXUAL OFFENCES,4/1/2021,-38.87538325
SEXUAL OFFENCES,5/1/2021,-37.48572739
SEXUAL OFFENCES,6/1/2021,-24.93380734
SEXUAL OFFENCES,7/1/2021,-49.16541665
SEXUAL OFFENCES,8/1/2021,-41.57971179
SEXUAL OFFENCES,9/1/2021,-16.18512808
SEXUAL OFFENCES,10/1/2021,8.869433453
SEXUAL OFFENCES,11/1/2021,-40.62335231
SEXUAL OFFENCES,12/1/2021,-23.83103253
SEXUAL OFFENCES,1/1/2022,-16.04750316
SEXUAL OFFENCES,2/1/2022,-18.15591603
SEXUAL OFFENCES,3/1/2022,-36.87467305
SEXUAL OFFENCES,4/1/2022,-13.24461747
SEXUAL OFFENCES,5/1/2022,17.42592627
SEXUAL OFFENCES,6/1/2022,-7.263973802
